image_id,label,shape_area,shape_perimeter,shape_equiv_diameter,shape_eccentricity,shape_solidity,shape_extent,shape_circularity,shape_aspect_ratio,shape_major_axis,shape_minor_axis,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_median,intensity_skew,intensity_kurt,intensity_p10,intensity_p90,intensity_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_ASM,glcm_energy,glcm_correlation,lbp_bin0,lbp_bin1,lbp_bin2,lbp_bin3,lbp_bin4,lbp_bin5,lbp_bin6,lbp_bin7,lbp_bin8,lbp_bin9
2,0,4758.0,393.50461735799473,77.8336286822727,0.8835331018323979,0.8022255943348507,0.5688665710186513,0.3861309702533683,2.1350699931249597,127.39834958895952,59.66940193960341,55.74968474148802,21.986635067476733,0.0,255.0,56.0,0.4104227176375726,2.741450286714878,27.0,83.0,6.491191434675992,7.345331084471175,1.326341266418264,0.6542107416363339,0.15891909840773763,0.39813676167711565,0.7514489857123724,0.034047919293820936,0.0676754939050021,0.07166876839007986,0.15111391340899538,0.20029424127784784,0.16183270281630938,0.09730979403110551,0.0735603194619588,0.0582177385456074,0.0842791088692728
3,1,33337.0,1347.9940828143394,206.02423814404975,0.6165028280484415,0.7939649423644851,0.6595247987021979,0.2305474948188669,1.270078846525201,245.2080958442242,193.0652545824908,33.18213996460389,12.820943021488402,0.0,251.0,33.0,2.4549182947734294,31.919085236120047,17.0,48.0,5.629879067599077,2.119951274987701,0.6948796604493839,0.7407920831210845,0.12715886930877124,0.3563194084111722,0.7804261182247052,0.038695743468218496,0.06728259891411945,0.06878243393226745,0.13915469298377178,0.18094009658937518,0.15385307616162222,0.1016588175300717,0.07409184989651138,0.0717521072682005,0.10378858325584185
4,0,4374.0,308.2497833620557,74.62673628580846,0.8736568090073897,0.8818548387096774,0.6029776674937966,0.5784729858753512,2.0553181453769005,110.62697604929059,53.824745477058016,63.196616369455874,17.29556208240394,25.0,192.0,62.0,1.1446801731880762,3.6087042201042863,43.0,84.0,6.067653929917327,6.235950934871128,1.0920466816397147,0.7175516512907398,0.14043075479896738,0.3740906714553811,0.8053825219774895,0.04069501600365798,0.06401463191586648,0.05944215820759031,0.12551440329218108,0.2112482853223594,0.13717421124828533,0.09144947416552354,0.08596250571559214,0.0772748056698674,0.10722450845907636
5,0,3567.0,284.35028842544403,67.39173136275937,0.890663838951933,0.8785714285714286,0.7064765300059418,0.554377540194703,2.1994339805788448,101.63098845961433,46.207792257927736,47.613961312026916,12.860069667360216,0.0,209.0,46.0,2.7963852447959114,25.116901408542667,34.0,61.0,5.556691346829828,4.891723840153064,0.9861731459088905,0.7206745713453642,0.09572315562418528,0.3078246538141019,0.6888085070972452,0.026352677319876647,0.05971404541631623,0.05354639753294085,0.1443790299971965,0.2094196804037006,0.17017101205494814,0.10737314269694422,0.06924586487244183,0.06868516961031679,0.0911129800953182
6,1,10939.0,674.4234482783626,118.01680973428296,0.8704223489488621,0.8139742540367587,0.6201247165532879,0.30221927791481146,2.031258085323145,177.598190014548,87.43260706149736,30.76963159338148,13.245256846336877,8.0,98.0,29.0,0.8625278256725036,0.8657122080599002,16.0,48.0,5.661400752554599,2.0367881025690053,0.6822182184396499,0.7615171775294005,0.14546564869194142,0.3808313589990492,0.7730328927324033,0.02376816893683152,0.04607368132370418,0.04945607459548405,0.16080080446110248,0.2221409635250023,0.17277630496389065,0.09946064539720267,0.06426547216381753,0.08693664868817991,0.07432123594478472
7,1,9210.0,588.1564209736038,108.28913245109524,0.6458006138978712,0.7880551039616668,0.5528211284513805,0.3345675445303254,1.3097472279300866,130.83251625531702,99.89142444079353,77.10933767643866,13.784690310860164,19.0,215.0,75.0,0.8770043778121579,2.990244049520874,61.0,95.0,5.777469355265989,6.166554723521827,0.8143895734008463,0.8086324277696817,0.19452846036875013,0.4407292997404674,0.8630958052062625,0.020304017372421282,0.056243213897937024,0.05200868621064061,0.14679695982627577,0.21748099891422368,0.1753528773072747,0.10770901194353963,0.07546145494028231,0.06862106406080347,0.08002171552660152
8,0,18880.0,983.0163773909259,155.0443891425932,0.725229225829847,0.7460091670617987,0.5339668533288082,0.2455219627142921,1.4524170150182074,205.5488952701988,141.52195488264923,18.431620762711866,19.72376196734068,0.0,221.0,12.0,1.0727085278852133,2.0067832273042177,0.0,47.0,5.632220133585923,1.9029829674371725,0.5853116530114808,0.8068364309172658,0.42321239112181447,0.6503053336915274,0.7607659817091486,0.028707627118644066,0.05805084745762712,0.05444915254237288,0.11996822033898305,0.15143008474576272,0.11154661016949152,0.0614406779661017,0.04777542372881356,0.28834745762711866,0.07828389830508474
9,0,3944.0,303.6639969244288,70.8636491047101,0.8877624604433894,0.9108545034642033,0.663973063973064,0.5374773437449446,2.1724873604524295,106.69701393423101,49.1128353041423,67.09051724137932,21.671205490230676,16.0,255.0,60.0,3.4235420830505774,20.687142418012442,50.0,92.0,5.925706611950833,10.707282884277198,1.2082336488152678,0.7510685824797556,0.11920783405615168,0.34435486117845815,0.7105833743236096,0.02231237322515213,0.04792089249492901,0.0486815415821501,0.12905679513184584,0.2274340770791075,0.19497971602434078,0.10674442190669371,0.06820486815415822,0.06693711967545639,0.08772819472616633
10,0,17637.0,707.4701294725885,149.85368147127406,0.9410119169424657,0.915874746845303,0.733164283338876,0.44281096146748233,2.9553148603214225,262.35109097943416,88.77263620936168,3.375403980268753,7.404286926434105,0.0,134.0,0.0,3.879796087842798,28.77583034310144,0.0,13.0,3.899294458700268,0.5037799028050899,0.21541298493193695,0.9162120223098342,0.7096533610443314,0.8422413255689102,0.4863415515478413,0.010772807166751715,0.02800929863355446,0.022169303169473267,0.07892498724272835,0.11005273005613199,0.06662130747859614,0.023359981856324773,0.012133582808867721,0.6113851562057039,0.03657084538186767
11,1,18887.0,1080.271211386865,155.073128818029,0.9194940539468812,0.671633298958074,0.5071697099892588,0.20337952994670883,2.5438566554532054,280.95060773229665,110.44278266624397,25.126224387144596,13.347256661725554,2.0,110.0,19.0,1.550467965034334,2.3831321145238205,14.0,45.0,5.425586511475223,1.9504196722819462,0.6369972432756725,0.7834574827084881,0.2471978002045152,0.4970434689396275,0.7060096090009746,0.033144490919680206,0.0634828188701223,0.06623603536824271,0.1361783237147244,0.1432731508444962,0.12437126065547731,0.0830200667125536,0.09286811034044581,0.16233388044686822,0.09509186212738921
