image_id,label,shape_area,shape_perimeter,shape_equiv_diameter,shape_eccentricity,shape_solidity,shape_extent,shape_circularity,shape_aspect_ratio,shape_major_axis,shape_minor_axis,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_median,intensity_skew,intensity_kurt,intensity_p10,intensity_p90,intensity_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_ASM,glcm_energy,glcm_correlation,lbp_bin0,lbp_bin1,lbp_bin2,lbp_bin3,lbp_bin4,lbp_bin5,lbp_bin6,lbp_bin7,lbp_bin8,lbp_bin9
2,0,4490.0,297.96551211459376,75.60982446653927,0.8942054718070312,0.915952672378621,0.7161084529505582,0.6355126584982457,2.233854351837435,114.37500913493969,51.200745939797564,59.462360801781735,25.938157302055394,0.0,255.0,58.0,0.5627110414842467,1.3681689736878333,27.0,94.0,6.72965797354803,10.83925692058863,1.739401765718633,0.5631765186194524,0.06545063934351701,0.25481528203160225,0.6828515522217311,0.03518930957683741,0.06592427616926504,0.07461024498886415,0.15256124721603564,0.20400890868596883,0.1623608017817372,0.09443207126948774,0.07505567928730512,0.05679287305122494,0.07906458797327394
3,1,31868.0,976.9331162702406,201.43385468093533,0.6833570204879853,0.8860836924787988,0.6656918449197861,0.4195995456030962,1.369704715734543,239.8733297845428,175.12776807218913,35.19298355717334,14.91005326742363,0.0,251.0,34.0,1.857306539109619,17.9495980744059,17.0,53.0,5.862677789157282,2.551299468631873,0.75770250765266,0.7273193007238934,0.11874827513803313,0.3443327390448703,0.7816092868984161,0.03831429647295092,0.06605372160160662,0.06969373666373792,0.14425128655704783,0.18491904104430776,0.1525354587674156,0.09934730764403163,0.0738672022091126,0.06956821890297477,0.10144973013681435
4,0,4575.0,295.0365799264593,76.32215220473915,0.8552572466823308,0.9386540828887977,0.6923426150121066,0.6604641245246845,1.9297431895586152,108.52380274701255,56.23743269788914,64.34295081967213,17.576231529822625,25.0,192.0,63.0,0.8702792253706856,2.2408078527818196,44.0,87.0,6.118575832796511,7.526747747180506,1.2616811516740802,0.6761906425767751,0.08623334777598773,0.2926587385664384,0.7533254446813182,0.04065573770491803,0.0614207650273224,0.058797814207650276,0.12524590163934426,0.22098360655737706,0.14120218579234972,0.09136612021857923,0.08153005464480874,0.07344262295081967,0.1053551912568306
5,0,2064.0,208.16652224137044,51.26369495396695,0.8374588314122101,0.8958333333333334,0.6623876765083441,0.5985463456562212,1.8298247705694735,70.86449425778707,38.72747565644376,41.74031007751938,9.569533530787965,11.0,181.0,41.0,4.33772441406608,50.90396616412131,32.0,51.0,5.060837257740442,3.5137508456339015,0.8362131716101917,0.7495078652482309,0.13016063443611697,0.3591418983285245,0.7015630337130809,0.02131782945736434,0.05813953488372093,0.0499031007751938,0.13468992248062014,0.21463178294573643,0.18992248062015504,0.1119186046511628,0.06782945736434108,0.06831395348837209,0.08333333333333333
6,1,14450.0,577.2447327281723,135.64037533648712,0.8138426127277778,0.9165292401370037,0.7351444851444852,0.5449513761666998,1.7209175446515272,181.7824727852416,105.63113459456953,36.76076124567474,16.532576526897945,8.0,116.0,35.0,0.5026680073741064,-0.399631676502465,16.0,60.0,5.9915761206535745,2.6304032170827734,0.8053570476049143,0.7187773870071272,0.08130155299508891,0.2843888006865606,0.7972432594335103,0.02491349480968858,0.04629757785467128,0.05107266435986159,0.16387543252595155,0.23093425605536333,0.17377162629757786,0.09716262975778547,0.06089965397923876,0.07619377162629758,0.07487889273356402
7,1,11534.0,502.17366491630685,121.18393007728115,0.5357864968325133,0.899056824382259,0.6327627825323678,0.5747539224834267,1.1843380790266156,135.0337906177521,114.0162534744587,83.3936188659615,18.594942571230874,19.0,215.0,81.0,0.8004739944095374,1.0036406668752207,62.0,109.0,6.171002355001975,6.915498563706151,0.9085354503421781,0.7704867827257665,0.13471353331597105,0.36668689060075993,0.8687691264497877,0.021761747875845328,0.059129530084966186,0.05427431940350269,0.1484307265475984,0.227067799549159,0.17062597537714583,0.10230622507369516,0.07369516212935669,0.06545864400901683,0.07724986994971389
8,0,31054.0,825.4112549695428,198.84461476792814,0.6313864602879993,0.9011869177863548,0.6633769119029309,0.5727784103393524,1.2895433063479342,229.6725714022171,178.103806418618,36.96113222129194,32.17458377762358,0.0,237.0,35.0,0.9921379009594833,2.4220539352579884,0.0,78.0,6.511054696539113,5.253616472112603,0.9835099380521443,0.7148485066980168,0.229257666591753,0.4786041211568362,0.8162037042659205,0.033779867327880464,0.06530559670251819,0.062310813421781415,0.13054678946351517,0.16960777999613577,0.12671475494300252,0.07087653764410382,0.05886520255039608,0.19791331229471243,0.08407934565595414
9,0,3985.0,262.3086578651014,71.23102965540807,0.8198376927607914,0.9567827130852341,0.7626794258373206,0.7278014878851868,1.7464320971041738,95.33735529307933,54.58978648592285,68.73525721455458,23.00810885567343,16.0,255.0,61.0,2.65674257645412,12.656882074006935,50.0,98.0,6.056214931952159,12.242977921705684,1.3452062348150917,0.7153768631253296,0.08015817723476737,0.2820558030599061,0.6490772467899785,0.02082810539523212,0.04642409033877039,0.046925972396486826,0.13400250941028857,0.23764115432873276,0.19849435382685068,0.1028858218318695,0.06273525721455459,0.06524466750313676,0.0848180677540778
10,0,21897.0,741.3279938488575,166.973429955385,0.920760614162033,0.9124890611326416,0.6880656108597285,0.5006954929524309,2.5632609936762405,273.8567099829236,106.83918284503564,7.533634744485546,14.982621462330473,0.0,224.0,0.0,3.1779121240139987,16.459384730484878,0.0,27.0,4.509584439789583,1.671357239685489,0.4098763545966118,0.8736349884245312,0.6070607497065699,0.7788874546559612,0.6323855626040462,0.012010777732109422,0.02881673288578344,0.026304973284011508,0.09252409005799882,0.15262364707494178,0.08202036808695255,0.027172672055532723,0.014111522126318674,0.526464812531397,0.037950404164954106
11,1,12784.0,636.256926036992,127.58171632288978,0.9110217495535424,0.8250403355921265,0.7196982491696222,0.396836472160554,2.4250754440229323,208.4361254587464,85.95036742979588,21.03699937421777,9.811950180286544,2.0,79.0,17.0,2.137824448626893,5.024759400226529,14.0,35.0,4.965219293885962,1.5790954806558575,0.6658906650577585,0.7448265514084059,0.149216162958702,0.3858620796269218,0.628227106218569,0.030741551939924908,0.061639549436796,0.06054443053817272,0.12288798498122654,0.12531289111389238,0.12022841051314143,0.08189924906132666,0.09832603254067585,0.20416145181476847,0.09425844806007509
